crop_name,ph,moisture,n,p,k,temperature,rainfall,humidity,latitude,longitude,season,year,yield_achieved,soil_type
Mothbeans,9.0,27.92,12.58,34.82,16.34,29.66,20.12,65.78,21.626378,86.521232,year_round,2020,544.05,clay
Grapes,6.98,40.52,16.9,75.29,173.66,37.28,49.67,40.27,31.83165,78.617822,rabi,2023,14228.13,loamy
Blackgram,5.77,37.98,21.79,41.01,15.58,26.48,45.25,65.19,29.953763,77.016702,rabi,2022,789.16,sandy
Maize,6.04,79.02,224.66,30.58,70.01,19.07,888.5,69.05,28.681912,76.456867,kharif,2022,4107.23,silt
Kidneybeans,5.72,88.15,27.34,78.75,28.54,15.41,71.37,51.04,13.510822,78.05288,kharif,2023,1393.96,clay
Chickpea,6.04,26.01,27.93,47.57,42.81,24.54,37.04,35.63,19.940927,72.092587,rabi,2021,1012.68,clay
Onion,6.58,91.71,105.96,30.55,82.11,14.42,409.03,63.14,11.312042,77.68685,rabi,2022,18239.54,loamy
Potato,5.34,87.82,145.75,54.73,219.18,21.11,549.96,51.67,23.909094,86.053907,rabi,2020,26673.42,peat
Kidneybeans,5.63,90.16,25.15,63.21,26.6,22.18,75.7,51.35,30.821958,78.475185,kharif,2022,1366.09,clay
Pomegranate,7.48,28.35,17.86,7.83,21.0,15.86,81.84,37.35,25.525317,86.719803,zaid,2023,9814.15,sandy
Blackgram,6.51,87.27,43.4,79.58,26.12,27.54,82.91,70.64,23.272929,76.030917,rabi,2021,1139.35,clay
Lentil,6.26,94.09,22.05,67.93,29.1,21.95,47.35,70.27,25.845455,78.076448,rabi,2023,826.32,sandy
Rice,7.68,42.55,64.76,13.7,31.96,21.31,814.0,65.81,18.643032,73.789649,kharif,2022,2059.25,clay
Orange,5.33,46.77,16.15,6.42,7.78,26.9,64.45,57.19,25.232662,78.616623,rabi,2021,12695.99,silt
Banana,7.37,51.55,77.06,64.43,31.36,34.32,56.06,33.83,24.647025,81.563895,rabi,2020,19234.63,sandy
Lentil,6.21,84.51,24.53,64.69,29.58,26.84,47.08,62.7,21.291396,86.62014,rabi,2022,950.25,sandy
Mungbean,6.1,79.73,25.89,52.53,25.38,27.23,44.71,58.62,13.810358,79.890058,zaid,2021,911.27,clay
Coffee,5.14,42.29,58.32,21.55,24.54,25.58,116.48,34.14,21.587104,76.194225,zaid,2022,564.99,clay
Rice,5.99,82.82,146.33,27.27,46.53,27.81,1480.59,75.34,21.628094,80.801163,kharif,2023,3021.08,silt
Mango,5.45,67.17,29.34,22.13,31.56,32.97,118.17,62.47,20.371169,80.21242,kharif,2022,9072.12,clay
Papaya,6.04,63.4,59.13,74.84,72.9,30.33,220.89,74.14,23.435319,78.362783,zaid,2023,37277.96,silt
Potato,5.43,74.85,130.19,64.42,191.91,22.86,563.2,78.17,22.024882,88.647319,zaid,2020,26799.17,chalky
Papaya,7.45,51.89,27.49,39.05,44.89,43.41,91.24,62.42,20.760211,75.793339,kharif,2020,29518.25,sandy
Jute,4.7,56.74,40.65,23.9,21.44,28.68,111.04,63.99,25.37337,77.98072,kharif,2023,1941.04,peat
Chilli,4.89,35.34,54.72,24.08,53.81,23.07,359.23,37.0,24.348722,78.537476,kharif,2020,11069.85,peat
Mango,5.79,92.81,23.77,29.22,30.54,28.85,128.19,54.18,18.651167,74.098765,zaid,2020,11275.23,chalky
Grapes,6.83,70.94,29.19,163.25,262.91,28.37,66.25,63.01,25.234458,77.327941,kharif,2021,18796.09,chalky
Blackgram,5.16,28.88,30.17,52.51,11.03,36.77,51.4,63.24,21.304773,89.64402,rabi,2022,668.2,sandy
Papaya,4.99,48.01,33.03,41.72,32.21,46.44,113.61,64.68,21.561407,72.123924,rabi,2020,23890.52,clay
Tomato,6.75,84.77,172.37,50.0,163.81,19.87,405.14,58.54,24.779051,76.627789,zaid,2023,29034.3,sandy
Muskmelon,6.36,90.19,134.79,25.86,65.82,34.85,27.95,71.23,10.978919,79.252205,zaid,2020,20761.95,clay
Tomato,6.99,92.07,139.54,47.88,156.2,22.7,484.53,79.87,31.580261,74.894845,rabi,2021,34073.33,loamy
Maize,4.56,45.59,107.93,18.63,35.43,22.43,385.37,56.57,14.309935,77.840649,year_round,2023,3049.0,chalky
Pigeon Pea,6.42,43.43,29.5,20.63,39.05,33.41,758.94,70.08,23.998448,72.976256,kharif,2023,1354.79,peat
Wheat,6.26,74.3,160.12,43.94,63.92,17.8,692.37,55.61,20.552619,74.030442,rabi,2022,3404.53,clay
Jute,6.32,96.9,93.33,54.78,45.03,24.12,190.34,57.94,29.723973,78.357456,kharif,2022,2770.05,silt
Mothbeans,8.47,58.69,28.1,49.2,29.04,27.15,37.16,63.43,14.57377,78.147693,kharif,2022,894.66,peat
Blackgram,8.14,37.53,28.15,52.68,14.39,23.61,49.03,62.49,30.259251,79.165583,kharif,2023,866.33,peat
Watermelon,6.05,80.34,55.52,26.14,51.74,24.25,54.72,66.4,21.098812,79.242234,zaid,2020,24086.87,clay
Groundnut,7.12,77.64,22.09,25.37,54.74,27.08,739.95,70.28,30.919082,78.412781,kharif,2023,1848.01,peat
Banana,5.97,85.11,149.98,95.55,59.67,25.95,129.43,67.17,24.76065,85.171661,rabi,2021,41816.92,chalky
Kidneybeans,5.71,71.05,24.17,79.91,24.9,19.32,89.75,77.83,20.24471,86.575041,rabi,2020,1287.2,peat
Onion,7.87,35.43,75.86,20.5,56.92,22.06,249.77,47.4,12.160053,79.996198,year_round,2023,11542.29,chalky
Soybean,6.31,63.77,23.2,42.58,66.36,29.68,696.46,79.95,10.956053,77.250964,kharif,2020,2614.53,sandy
Tomato,6.08,76.43,120.25,53.41,158.51,22.9,483.09,50.72,19.062494,72.393697,kharif,2023,35610.48,chalky
Rice,5.04,98.54,146.42,24.28,59.33,32.8,1147.22,61.55,29.267688,75.016956,kharif,2022,3201.12,chalky
Kidneybeans,6.94,30.82,12.07,47.17,15.77,26.71,41.7,59.0,23.509159,75.260721,zaid,2022,1011.12,clay
Rice,4.87,55.03,88.49,13.0,24.57,20.59,888.97,30.49,21.936118,75.303805,kharif,2023,2470.88,peat
Pomegranate,6.8,40.76,24.04,10.08,51.83,18.01,130.8,55.67,29.332293,77.391271,kharif,2023,12253.25,peat
Blackgram,6.81,44.87,58.1,86.08,22.38,31.27,70.09,70.16,20.800395,79.804606,kharif,2023,1060.08,loamy
Papaya,4.92,54.49,30.04,34.62,41.54,45.22,126.15,49.52,14.156881,77.960806,rabi,2022,23449.2,sandy
Chilli,6.76,59.21,129.12,32.8,109.41,20.57,517.56,75.21,18.656946,72.811413,rabi,2020,17992.43,clay
Pomegranate,6.76,83.06,29.35,11.5,47.18,22.28,108.93,61.28,22.516339,76.247924,zaid,2022,14127.95,peat
Soybean,8.13,44.51,17.65,24.27,41.85,18.36,510.04,37.8,11.339368,78.41602,kharif,2022,2012.42,silt
Mungbean,6.03,65.9,27.39,46.36,27.96,27.91,43.98,71.39,30.224229,75.961866,zaid,2022,1032.75,clay
Grapes,5.59,94.55,28.88,186.48,235.73,31.87,91.19,62.82,25.412016,81.664541,zaid,2023,23052.65,loamy
Sugarcane,8.44,65.43,121.76,31.08,60.56,30.91,836.82,40.78,11.392288,78.618836,kharif,2021,55182.3,peat
Watermelon,6.41,93.38,40.52,25.65,52.4,26.26,49.21,62.88,19.73075,72.99608,zaid,2022,29543.98,clay
Mungbean,5.84,32.11,16.11,28.17,14.45,27.52,22.22,56.92,28.785149,75.230331,kharif,2023,726.02,sandy
Groundnut,8.56,33.51,17.51,16.44,33.61,35.65,345.53,45.94,29.018647,79.98917,rabi,2020,1131.55,clay
Cotton,7.55,92.84,92.53,27.99,74.19,22.65,684.93,59.59,29.671044,79.904662,kharif,2020,550.19,sandy
Banana,6.24,80.7,142.82,92.4,59.82,29.16,92.0,59.25,23.329852,86.47641,rabi,2023,33575.83,sandy
Lentil,6.78,71.56,20.93,65.18,20.12,28.64,46.74,79.46,25.418007,89.070341,rabi,2022,894.85,peat
Chickpea,7.37,94.9,51.07,74.89,92.24,19.35,72.23,69.54,20.47655,72.911113,rabi,2021,1612.74,clay
Kidneybeans,4.69,28.08,15.51,46.1,11.28,25.06,37.91,33.29,22.179947,78.509457,year_round,2020,618.23,peat
Pigeon Pea,7.23,64.01,22.1,23.94,34.75,22.26,751.07,74.05,22.246704,73.932047,kharif,2021,1402.74,clay
Jute,6.71,74.75,118.84,52.71,59.27,23.1,193.43,79.5,28.848173,77.129249,kharif,2020,2736.6,peat
Rice,5.92,81.7,137.21,27.21,46.16,27.63,1318.17,57.51,22.920453,81.342692,kharif,2020,3090.95,chalky
Maize,5.9,81.66,163.33,33.65,78.54,20.75,669.79,56.62,21.934342,75.392064,kharif,2020,4469.18,silt
Pomegranate,6.54,60.41,24.01,12.61,55.58,19.25,129.25,69.96,25.291926,86.855871,rabi,2023,11071.28,loamy
Banana,7.73,50.84,88.9,41.86,28.12,30.25,70.36,44.37,23.837972,87.850602,rabi,2021,18883.06,clay
Coffee,6.1,65.28,122.6,44.11,41.72,27.25,205.62,58.31,18.75786,73.37976,rabi,2023,881.55,sandy
Cotton,6.1,42.42,46.05,16.26,39.3,37.5,387.49,48.68,22.445424,73.265081,kharif,2020,267.83,loamy
Watermelon,5.92,52.2,29.73,15.72,32.46,28.27,35.22,32.59,31.471976,78.755523,year_round,2020,17528.12,silt
Banana,7.79,55.8,69.53,40.86,39.16,27.97,78.13,40.27,21.579155,86.69054,kharif,2023,18815.09,loamy
Coffee,6.17,96.2,142.16,30.41,33.45,26.2,155.88,56.57,29.024524,76.523062,zaid,2023,920.3,peat
Orange,7.56,63.4,27.21,13.28,10.78,19.83,114.0,56.83,28.171211,78.46395,zaid,2020,20916.99,sandy
Chickpea,7.44,55.69,47.16,68.26,112.29,18.27,85.5,75.39,21.255727,75.026038,rabi,2022,1458.68,silt
Cotton,6.02,44.18,66.14,11.66,40.65,23.21,348.87,61.7,20.887905,80.967904,kharif,2021,374.4,loamy
Tomato,6.3,82.17,173.47,40.27,139.36,19.48,418.42,74.46,24.941639,89.493939,kharif,2022,31978.01,clay
Groundnut,8.24,35.56,14.09,13.82,33.36,27.09,316.75,34.62,28.918865,75.19743,rabi,2022,1026.45,loamy
Papaya,5.64,74.58,48.0,55.23,67.0,26.23,176.22,56.73,22.446515,73.276558,rabi,2023,37256.46,peat
Orange,7.55,55.52,26.72,11.46,12.45,21.79,112.19,60.47,21.380326,85.382843,rabi,2023,23519.41,peat
Apple,6.84,43.04,10.81,102.9,114.45,21.55,61.19,68.6,28.610787,75.034725,rabi,2022,10491.6,loamy
Soybean,6.81,82.63,23.56,31.51,74.05,24.56,719.33,59.74,20.457366,75.120336,kharif,2021,2828.42,clay
Grapes,6.55,58.74,24.35,157.15,276.02,26.77,72.29,60.77,24.789025,80.506291,zaid,2020,20187.01,loamy
Groundnut,6.04,73.04,27.69,29.02,48.93,34.17,553.07,65.6,11.291963,79.274373,rabi,2023,2339.76,loamy
Cotton,5.78,95.27,83.49,27.19,60.5,31.36,547.82,68.41,31.36579,76.827723,kharif,2022,596.87,clay
Muskmelon,4.52,38.39,64.97,16.79,28.26,23.74,14.19,45.2,23.920368,78.65401,zaid,2023,12829.9,loamy
Rice,5.02,66.43,105.07,26.64,40.1,28.23,1345.95,69.56,28.703701,74.108452,kharif,2023,3144.5,silt
Grapes,6.73,79.82,24.13,130.93,273.25,26.88,74.15,52.21,14.448569,77.749445,zaid,2022,18452.06,silt
Soybean,7.87,43.4,15.72,26.0,39.11,22.89,360.23,34.81,29.53175,75.332493,kharif,2020,1971.55,clay
Kidneybeans,5.76,68.54,25.4,73.83,23.26,21.03,89.58,78.13,11.988645,77.712454,rabi,2023,1396.89,clay
Apple,6.37,88.61,24.38,154.77,293.28,23.78,139.85,68.28,13.353986,77.449649,zaid,2022,16863.88,silt
Mango,5.12,57.57,27.59,21.18,35.55,29.06,96.87,76.6,11.122126,78.040907,rabi,2023,10562.5,loamy
Papaya,6.54,65.48,44.89,68.49,73.77,34.24,154.26,56.2,22.42404,89.104159,kharif,2022,42925.57,silt
Banana,6.43,83.79,146.6,100.51,57.64,25.93,118.64,65.0,10.63058,77.749184,zaid,2023,39187.03,clay
Jute,6.2,92.84,82.16,52.35,50.37,24.55,222.0,51.71,20.064245,75.498318,kharif,2022,2287.58,chalky
Potato,3.21,55.75,58.82,42.72,131.06,22.71,394.47,46.13,13.38719,77.713832,zaid,2022,18900.59,chalky
Mungbean,4.84,33.39,11.35,32.28,16.0,32.39,22.39,53.82,22.233678,75.757055,kharif,2023,588.06,chalky
Sugarcane,7.02,77.59,240.82,40.31,129.15,26.75,1774.55,61.97,13.697041,76.858671,kharif,2021,76964.88,sandy
Rice,7.45,92.28,108.77,20.17,55.27,25.19,1232.34,69.49,13.07925,78.540375,kharif,2022,2740.77,sandy
Chilli,4.57,41.16,71.43,19.73,83.93,24.44,298.84,63.87,29.333199,76.951568,rabi,2022,10507.06,chalky
Coffee,6.11,69.68,120.67,42.85,41.54,27.92,203.22,65.86,18.878825,75.470836,zaid,2020,788.2,loamy
Sugarcane,6.78,87.53,206.85,47.42,146.04,28.07,1361.31,61.05,23.998778,80.511709,rabi,2020,72541.25,sandy
Rice,7.68,47.3,61.1,11.5,27.42,29.59,623.32,68.98,29.119054,76.46724,kharif,2023,2132.92,peat
Mothbeans,5.72,21.14,15.27,26.95,12.77,32.2,19.28,42.38,22.982843,80.6654,kharif,2023,531.75,silt
Mango,6.27,46.33,10.44,12.26,23.27,39.26,54.7,69.6,31.371825,75.081773,zaid,2023,5220.14,sandy
Groundnut,6.05,56.76,26.58,22.87,51.19,25.23,730.79,56.2,18.182747,72.363506,kharif,2021,2312.81,peat
Orange,7.55,56.85,28.81,11.31,10.48,29.82,121.79,53.96,20.993118,76.009759,kharif,2020,21248.58,silt
Coffee,6.11,82.34,147.63,41.75,32.96,23.57,165.3,69.79,30.894237,77.646943,zaid,2023,840.32,loamy
Kidneybeans,4.82,28.76,11.28,43.07,14.26,23.96,47.23,37.56,12.647179,77.581956,rabi,2023,735.38,loamy
Coconut,6.43,88.65,23.29,24.08,41.57,29.63,187.74,60.43,12.128909,76.924699,rabi,2023,9533.1,loamy
Chickpea,7.78,24.29,31.72,52.39,61.03,12.63,52.56,48.81,20.644591,75.978237,kharif,2022,970.54,silt
Jute,6.48,74.89,116.74,48.38,44.46,23.91,210.05,58.74,21.116603,86.448798,kharif,2023,2387.96,sandy
Apple,6.08,66.8,26.07,170.25,284.71,22.1,129.3,58.5,29.052601,76.817773,rabi,2020,17448.14,peat
Muskmelon,6.28,68.14,132.11,24.15,72.58,28.88,21.44,76.73,24.540679,80.858576,zaid,2020,19288.71,chalky
Orange,6.53,84.67,22.0,10.07,13.66,29.81,112.83,63.33,29.759074,78.183955,rabi,2022,21803.84,sandy
Jute,4.66,64.76,43.83,24.4,32.93,26.21,94.72,50.92,23.45229,89.890491,kharif,2022,1970.08,silt
Blackgram,7.23,97.48,49.41,66.34,25.37,30.89,60.33,51.79,18.276271,73.412097,rabi,2022,1309.87,peat
Cotton,6.47,56.44,95.18,22.27,59.54,26.78,700.59,64.37,28.168099,78.439425,kharif,2022,587.71,chalky
Banana,5.79,86.29,112.42,107.39,54.67,29.93,109.46,69.26,14.250962,79.729223,kharif,2023,37812.98,peat
Muskmelon,5.51,47.36,50.87,16.28,26.5,34.47,16.52,39.83,22.695978,74.35244,zaid,2023,11398.78,chalky
Blackgram,6.97,85.33,44.56,65.98,24.25,31.05,80.66,58.47,20.266372,80.722727,rabi,2022,1316.66,sandy
Orange,7.16,74.74,26.33,11.84,13.67,10.45,130.43,74.91,25.704092,85.544302,rabi,2021,18197.48,chalky
Lentil,6.84,47.26,25.84,72.09,29.47,27.64,45.71,61.31,22.679596,76.93704,rabi,2022,838.17,chalky
Pomegranate,6.71,79.59,25.59,11.9,57.27,23.05,107.53,76.49,11.113925,76.512221,kharif,2022,12385.29,peat
Cotton,6.49,59.34,83.74,24.41,54.89,22.32,589.17,72.72,23.807495,80.585399,kharif,2023,509.4,chalky
Coconut,6.12,94.83,26.46,24.73,30.75,26.82,166.84,78.45,25.773612,76.793519,kharif,2023,11507.38,peat
Soybean,6.15,81.16,21.83,35.48,60.81,20.74,751.11,55.48,30.226837,78.429773,kharif,2023,2501.71,silt
Watermelon,5.37,44.3,29.89,15.32,44.25,31.82,31.86,48.17,29.170386,77.31074,zaid,2021,13060.0,chalky
Papaya,5.58,69.49,59.98,67.37,54.01,38.23,208.48,57.17,25.325056,86.153242,kharif,2023,37022.88,clay
Maize,6.04,72.32,190.01,34.77,81.16,28.37,767.44,66.2,14.933465,76.491883,zaid,2021,3877.36,peat
Pigeon Pea,7.44,31.31,16.29,10.14,20.79,33.51,416.3,63.07,14.946703,78.716633,kharif,2023,1013.68,clay
Papaya,6.95,96.38,59.0,74.6,71.66,27.78,212.33,71.27,30.285047,74.511003,rabi,2023,43168.79,silt
Watermelon,8.31,46.87,27.33,11.31,41.61,24.45,32.19,44.14,31.189493,76.289666,kharif,2023,15019.44,peat
Wheat,7.41,74.47,130.87,31.0,68.53,23.42,534.94,73.86,18.981936,72.657063,rabi,2022,4005.3,chalky
Cotton,7.68,88.6,89.55,24.51,74.62,21.38,516.3,63.92,21.232211,73.99125,kharif,2023,465.82,clay
Chilli,6.54,79.42,112.75,41.52,137.59,22.13,419.4,51.93,10.275508,77.707579,kharif,2020,15610.61,sandy
Coffee,6.12,60.62,119.34,44.6,42.93,27.9,165.8,70.86,14.558422,79.540244,rabi,2020,787.62,peat
Sugarcane,7.38,93.63,295.09,51.54,117.86,23.77,1538.44,60.76,14.511182,79.509422,kharif,2022,83461.82,sandy
Jute,6.69,97.34,106.1,48.31,42.0,24.02,180.52,67.66,10.662744,77.622101,kharif,2021,2420.42,chalky
Watermelon,6.51,94.96,46.44,21.54,61.33,25.71,57.57,55.88,28.40005,76.893659,kharif,2023,22872.1,loamy
Rice,6.41,81.59,134.78,21.39,52.09,23.05,1471.43,67.97,20.967328,89.648488,kharif,2020,3427.31,peat
Mango,6.91,77.28,23.25,27.99,33.16,28.44,105.63,77.94,30.529604,77.557726,rabi,2022,9362.22,sandy
Papaya,4.71,44.43,20.72,34.69,34.72,44.8,125.86,36.11,14.575226,77.215446,rabi,2021,30386.14,sandy
Grapes,5.58,65.36,24.09,133.42,255.05,30.67,69.36,77.98,13.965309,77.593241,zaid,2023,23894.37,sandy
Groundnut,6.98,51.7,22.56,23.65,56.87,32.4,640.66,72.87,19.245069,74.275251,kharif,2021,2320.63,clay
Potato,5.35,92.11,130.48,67.49,212.86,24.61,633.98,64.65,20.922146,79.008251,zaid,2023,24577.59,chalky
Lentil,8.47,24.83,12.43,36.37,11.04,16.38,27.47,36.21,18.255148,73.678988,rabi,2023,595.23,chalky
Papaya,6.01,62.12,46.19,68.17,57.62,31.22,204.11,59.81,20.10572,87.228464,rabi,2021,46894.01,chalky
Lentil,8.39,25.94,17.76,42.06,11.4,34.46,30.16,64.47,21.395568,88.084429,rabi,2022,610.34,loamy
Jute,6.71,79.8,119.0,57.94,45.83,23.74,179.59,53.01,20.336903,81.377149,kharif,2021,2491.81,chalky
Chickpea,8.4,99.72,41.95,60.45,86.44,17.72,75.08,75.45,23.004669,75.199051,rabi,2021,1505.46,loamy
Tomato,8.17,46.01,102.55,26.38,101.42,23.69,343.05,43.04,20.731277,85.091375,rabi,2022,24493.42,chalky
Orange,7.85,40.36,11.47,5.04,6.89,13.19,61.61,47.17,23.274388,77.737296,zaid,2021,14010.95,sandy
Potato,5.16,97.29,143.48,60.07,222.77,22.42,569.85,53.95,18.991814,75.417043,zaid,2021,26180.74,sandy
Cotton,7.52,60.07,98.37,20.52,69.66,24.62,541.18,59.91,21.116315,72.819525,kharif,2021,581.67,silt
Groundnut,6.4,70.17,24.95,20.86,51.18,22.17,610.52,60.02,23.513926,75.059469,kharif,2021,2256.6,loamy
Chickpea,8.68,25.62,28.09,49.61,67.55,12.18,48.51,46.72,24.151081,79.461747,rabi,2023,1126.09,sandy
Coffee,7.22,50.94,78.48,16.94,15.16,32.14,109.6,61.32,29.83913,79.879346,rabi,2022,439.0,sandy
Jute,6.48,97.78,110.05,45.64,44.38,24.14,157.85,55.79,10.978045,78.441902,kharif,2023,2565.1,sandy
Pigeon Pea,7.48,77.4,26.67,20.44,34.9,20.84,607.17,63.5,29.753194,75.57616,kharif,2023,1139.3,clay
Pomegranate,6.37,52.32,26.23,13.33,50.93,23.29,140.19,66.59,10.359431,77.073304,kharif,2021,11088.75,chalky
Groundnut,7.42,32.3,16.96,15.09,22.64,22.18,410.52,48.14,12.130612,78.209286,rabi,2023,1419.22,peat
Coconut,6.47,88.45,25.12,28.31,36.41,26.27,211.37,79.57,24.893255,88.10115,rabi,2022,11879.1,silt
Muskmelon,6.1,83.63,127.13,24.4,59.75,32.83,20.46,60.16,20.581353,76.651306,zaid,2021,16478.87,clay
Maize,5.38,44.49,129.38,15.0,36.53,22.89,499.81,32.61,20.375919,89.532187,zaid,2023,2194.94,sandy
Chilli,6.79,53.75,130.14,39.81,149.91,22.23,481.58,60.43,20.550666,88.404766,rabi,2022,17456.96,loamy
Banana,5.77,85.88,119.21,109.37,73.45,25.05,105.23,61.96,22.617613,88.163331,kharif,2021,32771.84,loamy
Jute,6.03,91.86,97.84,50.88,56.02,24.93,208.7,58.96,28.494767,77.874163,kharif,2022,2997.45,sandy
Kidneybeans,5.95,96.35,27.19,77.55,26.89,17.5,76.05,70.69,19.513674,74.346926,rabi,2022,1366.53,sandy
Groundnut,6.5,63.23,25.87,21.03,54.6,31.77,623.22,55.43,21.512864,87.454052,kharif,2021,1845.32,loamy
Cotton,8.3,38.5,43.34,13.19,39.46,32.5,303.67,42.25,21.462244,74.791025,kharif,2022,251.07,loamy
Watermelon,5.93,44.02,24.61,13.95,27.87,22.33,35.68,45.2,24.453331,88.440205,kharif,2022,15448.12,sandy
Apple,5.6,98.17,26.56,181.42,235.49,23.55,114.73,50.23,25.339788,81.769848,rabi,2022,13816.98,silt
Chickpea,6.57,38.18,40.23,63.91,92.37,20.94,69.26,53.91,20.277549,86.331228,rabi,2023,1573.74,chalky
Maize,4.79,47.39,104.77,14.28,46.46,29.44,493.2,68.01,25.87788,76.157059,year_round,2021,2980.35,chalky
Mungbean,6.04,97.02,21.77,57.3,25.63,27.14,40.17,55.81,11.913964,76.629094,kharif,2021,1092.83,loamy
Banana,5.47,53.0,55.92,52.1,38.67,26.35,69.05,65.54,10.667791,77.957089,zaid,2023,26647.34,clay
Cotton,5.68,39.15,51.77,11.45,33.71,24.2,410.85,38.93,18.008122,73.199202,kharif,2022,363.13,silt
Lentil,8.39,21.78,10.72,32.72,10.27,17.61,31.19,56.71,23.210442,80.582423,rabi,2021,637.68,chalky
Potato,5.36,78.67,116.41,55.23,156.35,19.82,710.23,56.64,23.458835,80.333185,rabi,2022,28361.29,peat
Potato,5.77,56.66,89.7,28.12,134.31,25.88,398.91,53.11,24.608033,78.04053,rabi,2021,16406.37,silt
Coconut,5.65,93.8,26.55,21.59,41.06,27.72,192.44,53.17,21.84718,89.501561,zaid,2020,10723.6,chalky
Chilli,6.59,63.36,124.43,37.86,133.35,29.11,487.13,53.87,20.451672,75.786779,rabi,2023,13721.89,sandy
Maize,6.74,58.09,170.98,36.78,86.2,27.44,772.38,67.0,12.505765,77.588715,zaid,2020,4247.68,loamy
Apple,5.61,84.48,27.95,141.89,280.81,21.58,123.67,70.46,25.835537,76.057092,zaid,2022,16767.36,chalky
Sugarcane,6.82,95.92,218.03,49.17,128.04,27.22,1738.6,70.23,24.758857,89.268925,kharif,2021,68081.52,clay
Blackgram,7.73,36.11,30.35,52.02,15.44,22.18,40.51,65.78,13.318834,77.656802,kharif,2023,567.15,loamy
Sugarcane,5.02,62.54,136.92,35.73,81.47,33.7,774.22,38.69,25.275115,76.703777,kharif,2023,48654.76,chalky
Jute,6.04,89.39,96.37,54.37,44.07,24.37,169.14,68.02,21.838102,88.334127,kharif,2023,2654.99,sandy
Jute,6.27,90.47,119.97,51.8,53.62,24.69,150.73,56.61,22.457425,75.178356,kharif,2022,2414.83,silt
Muskmelon,6.2,99.37,149.5,22.08,63.62,33.54,29.93,79.05,13.481879,76.441773,zaid,2020,18582.2,loamy
Onion,4.6,36.4,68.28,18.48,57.98,21.41,308.21,61.68,12.548282,79.635462,kharif,2022,15496.33,peat
Papaya,6.49,76.34,47.37,63.73,68.61,44.99,172.35,79.35,20.66559,88.754153,rabi,2023,44427.72,clay
Lentil,6.76,54.98,25.63,63.6,25.32,27.51,48.27,77.32,30.829819,76.876884,rabi,2023,967.84,loamy
Sugarcane,7.25,71.56,290.61,40.24,133.7,28.23,1372.58,59.2,21.727755,73.3362,zaid,2021,78386.68,peat
Chickpea,5.37,27.86,28.96,33.69,65.39,14.37,50.71,67.33,29.278608,78.862597,rabi,2021,1112.09,chalky
Rice,7.35,84.47,100.04,29.92,52.35,20.11,1011.53,65.74,10.233328,79.895022,kharif,2021,2909.49,chalky
Maize,5.89,76.96,171.37,28.84,84.09,21.74,783.1,71.48,22.481295,75.853203,kharif,2022,3817.38,silt
Kidneybeans,4.28,33.13,13.39,40.2,11.13,21.74,44.58,43.03,31.657761,74.123861,rabi,2021,1004.19,sandy
Jute,4.6,55.94,51.48,32.89,27.97,29.26,112.97,48.7,25.619417,85.939027,kharif,2022,1715.33,chalky
Banana,5.82,80.69,148.32,86.12,68.57,27.91,94.48,59.19,11.158503,78.16748,zaid,2022,33807.47,chalky
Papaya,6.21,98.0,44.7,64.03,53.14,41.92,161.67,55.17,24.637288,76.533555,rabi,2022,36731.66,clay
Orange,8.57,39.97,17.06,5.35,6.35,36.84,88.68,34.82,25.609171,77.070403,kharif,2020,11692.7,chalky
Coconut,5.99,86.64,20.18,22.42,36.46,29.42,209.08,68.78,30.802689,79.061828,kharif,2021,10784.49,peat
Chilli,7.05,40.67,55.09,25.98,69.74,15.76,327.44,51.12,22.300327,89.18581,year_round,2022,12042.8,silt
Watermelon,5.33,43.25,30.51,15.96,34.08,29.03,24.57,58.72,28.408247,75.397184,zaid,2021,17419.96,peat
Orange,6.79,58.93,25.35,13.14,14.61,17.39,148.79,61.14,10.131694,79.959693,zaid,2022,19673.23,sandy
Kidneybeans,5.97,50.04,20.09,61.43,21.91,16.81,80.16,63.78,21.361315,86.554151,rabi,2023,1434.33,silt
Coconut,5.37,82.15,21.64,27.37,43.74,25.97,223.97,50.45,21.578969,88.315144,kharif,2023,11834.82,loamy
Orange,6.56,90.31,28.63,14.93,11.27,28.75,137.36,78.72,12.397682,77.925725,kharif,2023,19911.93,silt
Papaya,7.59,44.78,30.62,26.25,42.42,25.21,119.76,48.75,10.640775,79.222943,rabi,2023,28638.76,loamy
Tomato,6.16,62.05,131.07,44.05,143.2,21.98,502.34,64.5,10.726633,78.022787,zaid,2020,27558.37,peat
Chickpea,5.71,22.97,30.33,46.5,51.92,22.64,49.93,48.22,22.179043,73.504167,rabi,2021,1244.87,peat
Mothbeans,8.0,85.41,26.79,43.97,24.94,26.85,38.05,73.13,12.046725,79.581651,kharif,2021,759.02,chalky
Orange,5.67,39.24,16.46,6.03,7.32,23.54,80.01,44.02,12.818876,79.297846,zaid,2023,15075.95,loamy
Banana,6.08,77.23,105.56,88.61,56.99,27.49,132.51,63.33,29.781735,78.273493,rabi,2023,35446.78,chalky
Chickpea,8.03,44.99,58.94,64.08,99.91,17.24,69.77,54.31,18.89041,73.595366,rabi,2020,1756.98,peat
Chickpea,6.12,24.79,26.91,31.29,56.53,14.09,37.87,34.94,19.178896,73.005721,zaid,2022,841.13,chalky
Papaya,6.83,74.53,58.27,61.52,70.17,41.88,211.85,52.36,24.579479,79.258855,rabi,2023,40385.11,silt
